tm_id,full_name_tm,date_of_birth,club_name,shirt_number,season,market_value_eur,last_updated
542697,"Rasmus Carstensen",2000-11-10,"1.FC Köln",NULL,2023/2024,2000000,2026-05-25
196095,"Luca Waldschmidt",1996-05-19,"1.FC Köln",7,2023/2024,2000000,2026-05-27
579565,"Ísak Jóhannesson",2003-03-23,"1.FC Köln",18,2023/2024,8000000,2026-05-27
744558,"Julian Pauli",2005-07-18,"1.FC Köln",NULL,2023/2024,2500000,2026-06-01
795762,"Elias Bakatukanda",2004-04-13,"1.FC Köln",NULL,2023/2024,300000,2026-05-26
116088,"Marius Bülter",1993-03-29,"1.FC Köln",30,2023/2024,1800000,2026-05-27
416380,"Ragnar Ache",1998-07-28,"1.FC Köln",9,2023/2024,9000000,2026-05-27
335103,"Linton Maina",1999-06-23,"1.FC Köln",37,2023/2024,3000000,2026-05-27
383362,"Enzo Leopold",2000-07-23,"Borussia Mönchengladbach",NULL,2023/2024,4000000,2026-06-01
1070979,"Wael Mohya",2008-12-31,"Borussia Mönchengladbach",36,2023/2024,17000000,2026-05-27
724104,"Fabio Chiarodia",2005-06-05,"Borussia Mönchengladbach",2,2023/2024,3000000,2026-05-27
193033,"Tim Kleindienst",1995-08-31,"Borussia Mönchengladbach",11,2023/2024,8000000,2026-05-27
229006,"Franck Honorat",1996-08-11,"Borussia Mönchengladbach",9,2023/2024,7000000,2026-05-27
544148,"Tomas Cvancara",2000-08-13,"Borussia Mönchengladbach",NULL,2023/2024,2000000,2026-05-20
504215,"Giovanni Reyna",2002-11-13,"Borussia Mönchengladbach",13,2023/2024,4000000,2026-05-27
322073,"Isac Lidberg",1998-09-08,"Borussia Mönchengladbach",NULL,2023/2024,5000000,2026-06-01
31653,"Tobias Sippel",1988-03-22,"Borussia Mönchengladbach",21,2023/2024,300000,2026-05-27
467250,"Yukhym Konoplya",1999-08-26,"Borussia Mönchengladbach",NULL,2023/2024,5000000,2026-06-02
550580,"Shuto Machino",1999-09-30,"Borussia Mönchengladbach",18,2023/2024,4000000,2026-05-27
388409,"Philipp Sander",1998-02-21,"Borussia Mönchengladbach",16,2023/2024,4000000,2026-05-27
278332,"Florian Neuhaus",1997-03-16,"Borussia Mönchengladbach",10,2023/2024,2500000,2026-05-27
604358,"David Herold",2003-02-20,"Borussia Mönchengladbach",NULL,2023/2024,4000000,2026-06-01
613192,"Jens Castrop",2003-07-29,"Borussia Mönchengladbach",17,2023/2024,10000000,2026-05-27
90317,"Daniel Batz",1991-01-12,"Borussia Mönchengladbach",NULL,2023/2024,350000,2026-05-27
787151,"Lukas Ullrich",2004-03-16,"Borussia Mönchengladbach",26,2023/2024,6000000,2026-05-27
629588,"Nathan Ngoumou",2000-03-14,"Borussia Mönchengladbach",19,2023/2024,3500000,2026-05-27
957526,"Zento Uno",2003-11-20,"Borussia Mönchengladbach",NULL,2023/2024,1000000,2026-06-03
504153,"Joe Scally",2002-12-31,"Borussia Mönchengladbach",29,2023/2024,7000000,2026-05-27
696028,"Noah Pesch",2005-05-18,"Borussia Mönchengladbach",NULL,2023/2024,600000,2026-06-01
335209,"Kevin Diks",1996-10-06,"Borussia Mönchengladbach",4,2023/2024,5000000,2026-05-27
284010,"Robin Hack",1998-08-27,"Borussia Mönchengladbach",25,2023/2024,7000000,2026-05-27
284270,"Moritz Nicolas",1997-10-21,"Borussia Mönchengladbach",33,2023/2024,8000000,2026-05-27
455922,"Jan Olschowsky",2001-11-18,"Borussia Mönchengladbach",23,2023/2024,450000,2026-05-27
667251,"Hugo Bolin",2003-07-24,"Borussia Mönchengladbach",38,2023/2024,6000000,2026-05-27
106872,"Kevin Stöger",1993-08-27,"Borussia Mönchengladbach",7,2023/2024,1800000,2026-05-27
574201,"Grant-Leon Ranos",2003-07-20,"Borussia Mönchengladbach",NULL,2023/2024,600000,2026-06-01
192635,"Nico Elvedi",1996-09-30,"Borussia Mönchengladbach",30,2023/2024,8000000,2026-05-27
692737,"Aljoscha Kemlein",2004-08-02,"1.FC Union Berlin",6,2023/2024,12000000,2026-05-27
196231,"Marvin Friedrich",1995-12-13,"1.FC Union Berlin",NULL,2023/2024,1800000,2026-05-27
294791,"Chris Bedia",1996-03-05,"1.FC Union Berlin",NULL,2023/2024,3000000,2026-06-02
75921,"Christopher Trimmel",1987-02-24,"1.FC Union Berlin",28,2023/2024,600000,2026-05-27
583699,"Andrej Ilic",2000-04-03,"1.FC Union Berlin",23,2023/2024,9000000,2026-05-27
1027870,"Andrik Markgraf",2006-03-07,"1.FC Union Berlin",3,2023/2024,300000,2026-05-27
161057,"Carl Klaus",1994-01-16,"1.FC Union Berlin",25,2023/2024,350000,2026-05-27
287920,"Tim Skarke",1996-09-07,"1.FC Union Berlin",21,2023/2024,1500000,2026-05-27
597432,"Leopold Querfeld",2003-12-20,"1.FC Union Berlin",14,2023/2024,20000000,2026-05-27
270393,"Robert Skov",1996-05-20,"1.FC Union Berlin",24,2023/2024,2000000,2026-05-27
995520,"Oluwaseun Ogbemudia",2006-07-18,"1.FC Union Berlin",NULL,2023/2024,800000,2026-05-29
519872,"Livan Burcu",2004-09-28,"1.FC Union Berlin",9,2023/2024,4000000,2026-05-27
371141,"Stanley Nsoki",1999-04-09,"1.FC Union Berlin",34,2023/2024,2000000,2026-05-27
341317,"Oliver Burke",1997-04-07,"1.FC Union Berlin",7,2023/2024,3000000,2026-05-27
1045446,"Dmytro Bogdanov",2007-03-06,"1.FC Union Berlin",30,2023/2024,800000,2026-05-27
454863,"András Schäfer",1999-04-13,"1.FC Union Berlin",13,2023/2024,4500000,2026-05-27
738774,"Zeno Van Den Bosch",2003-07-06,"1.FC Union Berlin",NULL,2023/2024,6000000,2026-06-04
798043,"Tom Rothe",2004-10-29,"1.FC Union Berlin",15,2023/2024,10000000,2026-05-27
838236,"Marin Ljubicic",2002-02-28,"1.FC Union Berlin",NULL,2023/2024,2000000,2026-06-01
362977,"Josip Juranovic",1995-08-16,"1.FC Union Berlin",18,2023/2024,2000000,2026-05-27
391780,"Derrick Köhn",1999-02-04,"1.FC Union Berlin",39,2023/2024,4000000,2026-05-27
1033581,"Julien Friedrich",2006-11-12,"1.FC Union Berlin",NULL,2023/2024,125000,2026-06-17
297583,"Woo-yeong Jeong",1999-09-20,"1.FC Union Berlin",11,2023/2024,3500000,2026-05-27
177779,"Janik Haberer",1994-04-02,"1.FC Union Berlin",19,2023/2024,2000000,2026-05-27
745075,"David Preu",2004-10-26,"1.FC Union Berlin",17,2023/2024,400000,2026-05-27
1035765,"Ilyas Ansah",2004-11-08,"1.FC Union Berlin",10,2023/2024,12000000,2026-05-27
124410,"Rani Khedira",1994-01-27,"1.FC Union Berlin",8,2023/2024,2000000,2026-05-27
386685,"Matheo Raab",1998-12-18,"1.FC Union Berlin",31,2023/2024,600000,2026-05-27
107775,"Frederik Rönnow",1992-08-04,"1.FC Union Berlin",1,2023/2024,2000000,2026-05-27
84993,"Daniel Heuer Fernandes",1992-11-13,"Hamburger SV",1,2023/2024,1200000,2026-05-27
549378,"Sander Tangvik",2002-11-29,"Hamburger SV",12,2023/2024,3000000,2026-05-27
1052420,"Aboubaka Soumahoro",2005-02-04,"Hamburger SV",22,2023/2024,1200000,2026-05-26
1294853,"Louis Lemke",2009-10-08,"Hamburger SV",16,2023/2024,300000,2026-03-24
412935,"Immanuel Pherai",2001-04-25,"Hamburger SV",10,2023/2024,1500000,2026-06-01
1048715,"Fernando Dickes",2007-10-13,"Hamburger SV",41,2023/2024,300000,2026-05-27
381967,"Albert Sambi Lokonga",1999-10-22,"Hamburger SV",6,2023/2024,12000000,2026-05-27
592534,"Nicolai Remberg",2000-06-19,"Hamburger SV",21,2023/2024,9000000,2026-05-27
291222,"Jean-Luc Dompé",1995-08-12,"Hamburger SV",7,2023/2024,2500000,2026-05-27
227110,"Jordan Torunarigha",1997-08-07,"Hamburger SV",25,2023/2024,4000000,2026-05-27
503866,"Albert Grønbæk",2001-05-23,"Hamburger SV",11,2023/2024,5000000,2026-05-27
711996,"Warmed Omari",2000-04-23,"Hamburger SV",17,2023/2024,4000000,2026-05-27
157635,"Yussuf Poulsen",1994-06-15,"Hamburger SV",15,2023/2024,1000000,2026-05-27
649672,"Nicolás Capaldo",1998-09-14,"Hamburger SV",24,2023/2024,8000000,2026-05-27
743500,"William Mikelbrencis",2004-02-25,"Hamburger SV",2,2023/2024,3000000,2026-05-27
910541,"Fábio Baldé",2005-07-20,"Hamburger SV",45,2023/2024,5000000,2026-05-27
1125079,"Shafiq Nandja",2007-01-15,"Hamburger SV",NULL,2023/2024,500000,2026-05-27
1058520,"Otto Stange",2007-02-09,"Hamburger SV",49,2023/2024,4000000,2026-05-27
415194,"Bakery Jatta",1998-06-06,"Hamburger SV",18,2023/2024,1000000,2026-05-27
815838,"Joel Agyekum",2005-03-08,"Hamburger SV",NULL,2023/2024,150000,2026-05-29
814950,"Kofi Amoako",2005-05-06,"Hamburger SV",NULL,2023/2024,4000000,2026-06-01
529895,"Daniel Elfadli",1997-04-06,"Hamburger SV",8,2023/2024,3000000,2026-05-27
403177,"Emir Sahiti",1998-11-29,"Hamburger SV",29,2023/2024,1700000,2026-06-11
298603,"Miro Muheim",1998-03-24,"Hamburger SV",28,2023/2024,5000000,2026-05-27
694507,"Rayan Philippe",2000-10-23,"Hamburger SV",14,2023/2024,4000000,2026-05-27
1213681,"Alexander Røssing-Lelesiit",2007-01-20,"Hamburger SV",38,2023/2024,5000000,2026-05-27
802560,"Emil Højlund",2005-01-04,"FC Schalke 04",15,2023/2024,500000,2026-06-01
774531,"Luca Podlech",2005-03-23,"FC Schalke 04",32,2023/2024,125000,2026-06-01
119557,"Kenan Karaman",1994-03-05,"FC Schalke 04",19,2023/2024,1800000,2026-06-01
697740,"Soufiane El-Faouzi",2002-07-13,"FC Schalke 04",23,2023/2024,9000000,2026-06-01
665618,"Satoshi Tanaka",2002-08-13,"FC Schalke 04",NULL,2023/2024,2000000,2026-06-01
919703,"Vitalie Becker",2005-03-03,"FC Schalke 04",33,2023/2024,3000000,2026-06-01
241307,"Finn Porath",1997-02-23,"FC Schalke 04",27,2023/2024,800000,2026-06-01
969376,"Mertcan Ayhan",2006-09-08,"FC Schalke 04",43,2023/2024,8000000,2026-06-01
422051,"Nikola Katic",1996-10-10,"FC Schalke 04",25,2023/2024,1800000,2026-06-01
569385,"Adil Aouchiche",2002-07-15,"FC Schalke 04",24,2023/2024,3500000,2026-06-01
452477,"Junior Adamu",2001-06-06,"FC Schalke 04",NULL,2023/2024,3000000,2026-05-20
148657,"Tomas Kalas",1993-05-15,"FC Schalke 04",26,2023/2024,250000,2026-06-01
477109,"Bryan Lasme",1998-11-14,"FC Schalke 04",11,2023/2024,600000,2026-06-01
327862,"Janik Bachmann",1996-05-06,"FC Schalke 04",14,2023/2024,500000,2026-06-01
357310,"Christian Gomis",2000-08-09,"FC Schalke 04",7,2023/2024,1200000,2026-06-01
1103940,"Felipe Sánchez",2004-04-07,"FC Schalke 04",2,2023/2024,800000,2026-06-01
929992,"Zaid Tchibara",2006-02-21,"FC Schalke 04",47,2023/2024,300000,2026-06-01
292812,"Hasan Kuruçay",1997-08-31,"FC Schalke 04",4,2023/2024,2000000,2026-06-01
1148239,"Mika Wallentowitz",2007-12-28,"FC Schalke 04",NULL,2023/2024,1000000,2026-06-01
287188,"Dejan Ljubicic",1997-10-08,"FC Schalke 04",21,2023/2024,3000000,2026-06-01
1017047,"Mauro Zalazar",2005-04-13,"FC Schalke 04",NULL,2023/2024,300000,2025-12-16
748506,"Martin Wasinski",2004-04-07,"FC Schalke 04",NULL,2023/2024,400000,2026-04-30
85864,"Loris Karius",1993-06-22,"FC Schalke 04",1,2023/2024,800000,2026-06-01
280553,"Anton Donkor",1997-11-11,"FC Schalke 04",30,2023/2024,400000,2026-06-01
332392,"Ron Schallenberg",1998-10-06,"FC Schalke 04",6,2023/2024,2000000,2026-06-01
28396,"Edin Dzeko",1986-03-17,"FC Schalke 04",10,2023/2024,1000000,2026-06-01
282349,"Timo Becker",1997-03-25,"FC Schalke 04",5,2023/2024,1500000,2026-06-01
1302766,"Steve Noode",2005-06-02,"FC Schalke 04",NULL,2023/2024,125000,2026-06-19
460655,"Moussa Sylla",1999-11-25,"FC Schalke 04",9,2023/2024,5000000,2026-06-01
920946,"Max Grüger",2005-05-24,"FC Schalke 04",37,2023/2024,1200000,2026-06-01
410870,"Adrian Gantenbein",2001-04-18,"FC Schalke 04",17,2023/2024,900000,2026-06-01
1188989,"Dylan Leonard",2007-08-30,"FC Schalke 04",3,2023/2024,400000,2026-06-01
1047294,"Johannes Siebeking",2006-03-02,"FC Schalke 04",36,2023/2024,125000,2026-06-01
448259,"Lukas Pinckert",2000-01-22,"SV 07 Elversberg",19,2023/2024,2500000,2026-06-01
829316,"Maurice Krattenmacher",2005-08-11,"SV 07 Elversberg",NULL,2023/2024,3000000,2026-06-01
522245,"Lasse Günther",2003-03-21,"SV 07 Elversberg",21,2023/2024,2500000,2026-06-01
390661,"Jason Ceka",1999-11-10,"SV 07 Elversberg",NULL,2023/2024,800000,2026-06-01
232463,"Luca Pfeiffer",1996-08-20,"SV 07 Elversberg",16,2023/2024,500000,2026-06-01
929943,"Francis Onyeka",2007-04-29,"SV 07 Elversberg",NULL,2023/2024,10000000,2026-06-01
349465,"Nicolas Kristof",1999-12-20,"SV 07 Elversberg",20,2023/2024,2500000,2026-06-01
85534,"Tim Boss",1993-06-28,"SV 07 Elversberg",28,2023/2024,200000,2026-06-01
974894,"David Mokwa",2004-05-03,"SV 07 Elversberg",42,2023/2024,4000000,2026-06-01
282163,"Carlo Sickinger",1997-07-29,"SV 07 Elversberg",23,2023/2024,600000,2026-06-01
453307,"Filimon Gerezgiher",2000-07-04,"SV 07 Elversberg",NULL,2023/2024,250000,2026-05-21
440386,"Maximilian Rohr",1995-06-27,"SV 07 Elversberg",31,2023/2024,800000,2026-06-01
849090,"Mohammad Mahmoud",2005-02-13,"SV 07 Elversberg",18,2023/2024,100000,2026-06-01
192840,"Jan Gyamerah",1995-06-18,"SV 07 Elversberg",30,2023/2024,700000,2026-06-01
532169,"Lukasz Poreba",2000-03-13,"SV 07 Elversberg",8,2023/2024,2500000,2026-06-01
337097,"Tom Zimmerschied",1998-09-22,"SV 07 Elversberg",29,2023/2024,1500000,2026-06-01
193611,"Patryk Dragon",1996-04-11,"SV 07 Elversberg",NULL,2023/2024,50000,2026-06-01
352332,"Florian Le Joncour",1995-02-03,"SV 07 Elversberg",3,2023/2024,500000,2026-06-01
897480,"Noah Darvich",2006-09-25,"SV 07 Elversberg",NULL,2023/2024,4000000,2026-05-29
910538,"Raif Adam",2005-09-07,"SV 07 Elversberg",15,2023/2024,500000,2026-06-01
430034,"Nicholas Mickelson",1999-07-24,"SV 07 Elversberg",2,2023/2024,1000000,2026-06-01
604756,"Frederik Schmahl",2002-12-21,"SV 07 Elversberg",17,2023/2024,750000,2026-06-01
815322,"Felix Keidel",2003-06-14,"SV 07 Elversberg",43,2023/2024,1200000,2026-06-01
207580,"Amara Condé",1997-01-06,"SV 07 Elversberg",6,2023/2024,900000,2026-06-01
401639,"Lukas Petkov",2000-11-01,"SV 07 Elversberg",25,2023/2024,3000000,2026-06-01
229991,"Luca Schnellbacher",1994-05-06,"SV 07 Elversberg",24,2023/2024,500000,2026-06-01
806007,"Luis Seifert",2004-01-26,"SV 07 Elversberg",4,2023/2024,200000,2026-06-01
44536,"Frank Lehmann",1989-04-29,"SV 07 Elversberg",1,2023/2024,100000,2026-06-01
793728,"Marco Wörner",2004-09-25,"SC Paderborn 07",NULL,2023/2024,350000,2026-05-29
814986,"Albert Millgramm",2004-11-12,"SC Paderborn 07",NULL,2023/2024,150000,2026-06-17
330635,"Felix Götze",1998-02-11,"SC Paderborn 07",20,2023/2024,2000000,2026-06-01
606220,"Martin Ens",2001-12-20,"SC Paderborn 07",NULL,2023/2024,450000,2026-05-29
798091,"Tristan Zobel",2003-10-04,"SC Paderborn 07",NULL,2023/2024,225000,2026-05-29
949389,"Niklas Mohr",2004-07-23,"SC Paderborn 07",24,2023/2024,500000,2026-06-01
606113,"Jano ter Horst",2002-06-19,"SC Paderborn 07",NULL,2023/2024,1200000,2026-06-01
1104418,"Kennedy Okpala",2004-12-17,"SC Paderborn 07",10,2023/2024,1500000,2026-06-01
296741,"Markus Schubert",1998-06-12,"SC Paderborn 07",1,2023/2024,500000,2026-06-01
570152,"Marcel Hoffmeier",1999-07-15,"SC Paderborn 07",33,2023/2024,1000000,2026-06-01
685484,"Luka Duric",2003-06-18,"SC Paderborn 07",NULL,2023/2024,800000,2026-05-29
602796,"Filip Bilbija",2000-04-24,"SC Paderborn 07",7,2023/2024,3000000,2026-06-01
296879,"Steffen Tigges",1998-07-31,"SC Paderborn 07",27,2023/2024,700000,2026-06-01
720948,"Mika Baur",2004-07-09,"SC Paderborn 07",14,2023/2024,5000000,2026-06-01
378424,"Sebastian Klaas",1998-06-30,"SC Paderborn 07",26,2023/2024,900000,2026-06-01
1005509,"Santiago Castañeda",2004-11-13,"SC Paderborn 07",5,2023/2024,5000000,2026-06-01
897479,"Bennit Bröger",2006-07-01,"SC Paderborn 07",38,2023/2024,500000,2026-06-01
421323,"Timur Gayret",1998-08-08,"SC Paderborn 07",NULL,2023/2024,450000,2026-05-29
330699,"Raphael Obermair",1996-04-01,"SC Paderborn 07",23,2023/2024,1200000,2026-06-01
907085,"Ruben Müller",2005-08-24,"SC Paderborn 07",2,2023/2024,1000000,2026-06-01
1299403,"Lasse Eickel",2008-02-28,"SC Paderborn 07",NULL,2023/2024,150000,2026-06-17
443855,"Nick Bätzner",2000-03-15,"SC Paderborn 07",9,2023/2024,500000,2026-06-01
509650,"Tjark Scheller",2002-01-12,"SC Paderborn 07",25,2023/2024,2500000,2026-06-01
829267,"Stefano Marino",2004-03-12,"SC Paderborn 07",30,2023/2024,1000000,2026-06-01
406614,"Oliver Batista Meier",2001-02-16,"SC Paderborn 07",NULL,2023/2024,1500000,2026-06-01
1148887,"Clemens Lippmann",2006-06-29,"SC Paderborn 07",NULL,2023/2024,400000,2026-05-29
698843,"Jonah Sticker",2004-05-08,"SC Paderborn 07",3,2023/2024,750000,2026-06-01
930013,"Florian Pruhs",2006-02-06,"SC Paderborn 07",31,2023/2024,150000,2026-06-01
636898,"Lucas Copado",2004-01-10,"SC Paderborn 07",28,2023/2024,600000,2026-06-01
186988,"Sven Michel",1990-07-15,"SC Paderborn 07",11,2023/2024,300000,2026-06-01
600942,"Nahuel Noll",2003-03-17,"SC Paderborn 07",NULL,2023/2024,2000000,2026-06-01
516978,"Laurin Curda",2001-10-30,"SC Paderborn 07",17,2023/2024,3000000,2026-06-01
521331,"Nyamekye Awortwie-Grant",2000-08-07,"SC Paderborn 07",NULL,2023/2024,400000,2026-05-29
694132,"Mattes Hansen",2004-05-15,"SC Paderborn 07",22,2023/2024,2500000,2026-06-01
331637,"Tom Baack",1999-03-13,"SC Paderborn 07",NULL,2023/2024,600000,2026-06-01
